model,prompt_version,subject,n,accuracy
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,abstract_algebra,40,0.275
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,anatomy,54,0.6851851851851852
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,astronomy,61,0.7213114754098361
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,business_ethics,40,0.625
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,clinical_knowledge,106,0.7830188679245284
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_biology,58,0.7068965517241379
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_chemistry,40,0.425
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_computer_science,40,0.625
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_mathematics,40,0.275
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_medicine,69,0.6521739130434783
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_physics,41,0.36585365853658536
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,computer_security,40,0.8
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,conceptual_physics,94,0.6170212765957447
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,econometrics,46,0.5
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,electrical_engineering,58,0.5862068965517241
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,elementary_mathematics,151,0.5165562913907285
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,formal_logic,50,0.5
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,global_facts,40,0.425
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_biology,124,0.8225806451612904
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_chemistry,81,0.5308641975308642
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_computer_science,40,0.775
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_european_history,66,0.7121212121212122
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_geography,79,0.8227848101265823
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_government_and_politics,77,0.8831168831168831
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_macroeconomics,156,0.6153846153846154
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_mathematics,108,0.39814814814814814
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_microeconomics,95,0.7578947368421053
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_physics,60,0.5
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_psychology,218,0.8394495412844036
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_statistics,86,0.5348837209302325
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_us_history,82,0.8536585365853658
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_world_history,95,0.9052631578947369
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,human_aging,89,0.7078651685393258
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,human_sexuality,52,0.8461538461538461
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,international_law,48,0.7916666666666666
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,jurisprudence,43,0.8372093023255814
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,logical_fallacies,65,0.7538461538461538
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,machine_learning,45,0.4
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,management,41,0.8536585365853658
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,marketing,94,0.8829787234042553
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,medical_genetics,40,0.8
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,miscellaneous,313,0.8594249201277955
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,moral_disputes,138,0.7898550724637681
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,moral_scenarios,358,0.29608938547486036
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,nutrition,122,0.7295081967213115
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,philosophy,124,0.7338709677419355
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,prehistory,130,0.6307692307692307
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,professional_accounting,113,0.4424778761061947
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,professional_law,614,0.4739413680781759
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,professional_medicine,109,0.7522935779816514
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,professional_psychology,245,0.710204081632653
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,public_relations,44,0.6136363636363636
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,security_studies,98,0.8061224489795918
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,sociology,80,0.8
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,us_foreign_policy,40,0.925
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,virology,66,0.5151515151515151
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,world_religions,68,0.8382352941176471
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,__OVERALL_WEIGHTED__,5614,0.6487353045956538
