model,prompt_version,subject,n,accuracy
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,abstract_algebra,40,0.25
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,anatomy,54,0.7037037037037037
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,astronomy,61,0.7377049180327869
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,business_ethics,40,0.65
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,clinical_knowledge,106,0.8018867924528302
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_biology,58,0.7413793103448276
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_chemistry,40,0.4
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_computer_science,40,0.625
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_mathematics,40,0.425
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_medicine,69,0.6666666666666666
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_physics,41,0.4146341463414634
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,computer_security,40,0.8
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,conceptual_physics,94,0.648936170212766
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,econometrics,46,0.5652173913043478
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,electrical_engineering,58,0.5862068965517241
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,elementary_mathematics,151,0.5298013245033113
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,formal_logic,50,0.38
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,global_facts,40,0.5
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_biology,124,0.8225806451612904
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_chemistry,81,0.5432098765432098
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_computer_science,40,0.825
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_european_history,66,0.7727272727272727
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_geography,79,0.8481012658227848
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_government_and_politics,77,0.8701298701298701
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_macroeconomics,156,0.6730769230769231
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_mathematics,108,0.4074074074074074
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_microeconomics,95,0.7578947368421053
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_physics,60,0.4
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_psychology,218,0.8990825688073395
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_statistics,86,0.5232558139534884
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_us_history,82,0.8536585365853658
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_world_history,95,0.8526315789473684
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,human_aging,89,0.7415730337078652
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,human_sexuality,52,0.8269230769230769
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,international_law,48,0.8125
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,jurisprudence,43,0.813953488372093
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,logical_fallacies,65,0.7846153846153846
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,machine_learning,45,0.37777777777777777
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,management,41,0.9024390243902439
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,marketing,94,0.9042553191489362
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,medical_genetics,40,0.775
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,miscellaneous,313,0.8785942492012779
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,moral_disputes,138,0.8115942028985508
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,moral_scenarios,358,0.4748603351955307
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,nutrition,122,0.7295081967213115
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,philosophy,124,0.7580645161290323
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,prehistory,130,0.6538461538461539
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,professional_accounting,113,0.4690265486725664
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,professional_law,614,0.506514657980456
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,professional_medicine,109,0.7614678899082569
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,professional_psychology,245,0.726530612244898
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,public_relations,44,0.6590909090909091
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,security_studies,98,0.8163265306122449
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,sociology,80,0.825
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,us_foreign_policy,40,0.9
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,virology,66,0.5303030303030303
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,world_religions,68,0.8088235294117647
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,__OVERALL_WEIGHTED__,5614,0.6761667260420378
