model,prompt_version,subject,n,accuracy
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,abstract_algebra,40,0.275
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,anatomy,54,0.7037037037037037
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,astronomy,61,0.7213114754098361
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,business_ethics,40,0.55
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,clinical_knowledge,106,0.7641509433962265
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_biology,58,0.7241379310344828
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_chemistry,40,0.45
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_computer_science,40,0.65
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_mathematics,40,0.275
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_medicine,69,0.6521739130434783
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_physics,41,0.3902439024390244
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,computer_security,40,0.75
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,conceptual_physics,94,0.5425531914893617
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,econometrics,46,0.6086956521739131
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,electrical_engineering,58,0.6724137931034483
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,elementary_mathematics,151,0.5165562913907285
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,formal_logic,50,0.42
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,global_facts,40,0.4
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_biology,124,0.8145161290322581
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_chemistry,81,0.5061728395061729
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_computer_science,40,0.8
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_european_history,66,0.696969696969697
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_geography,79,0.810126582278481
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_government_and_politics,77,0.8701298701298701
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_macroeconomics,156,0.6217948717948718
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_mathematics,108,0.4074074074074074
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_microeconomics,95,0.7578947368421053
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_physics,60,0.43333333333333335
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_psychology,218,0.8486238532110092
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_statistics,86,0.4186046511627907
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_us_history,82,0.8658536585365854
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_world_history,95,0.8947368421052632
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,human_aging,89,0.6966292134831461
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,human_sexuality,52,0.7884615384615384
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,international_law,48,0.75
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,jurisprudence,43,0.813953488372093
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,logical_fallacies,65,0.7538461538461538
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,machine_learning,45,0.37777777777777777
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,management,41,0.8536585365853658
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,marketing,94,0.8936170212765957
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,medical_genetics,40,0.85
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,miscellaneous,313,0.8594249201277955
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,moral_disputes,138,0.7536231884057971
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,moral_scenarios,358,0.30726256983240224
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,nutrition,122,0.7295081967213115
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,philosophy,124,0.7419354838709677
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,prehistory,130,0.6461538461538462
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,professional_accounting,113,0.48672566371681414
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,professional_law,614,0.4837133550488599
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,professional_medicine,109,0.7614678899082569
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,professional_psychology,245,0.7061224489795919
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,public_relations,44,0.6818181818181818
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,security_studies,98,0.7346938775510204
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,sociology,80,0.8375
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,us_foreign_policy,40,0.875
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,virology,66,0.5
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,world_religions,68,0.8235294117647058
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,__OVERALL_WEIGHTED__,5614,0.6458852867830424
