model,prompt_version,subject,n,accuracy
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,abstract_algebra,40,0.3
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,anatomy,54,0.6851851851851852
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,astronomy,61,0.7377049180327869
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,business_ethics,40,0.675
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,clinical_knowledge,106,0.7452830188679245
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_biology,58,0.7241379310344828
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_chemistry,40,0.5
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_computer_science,40,0.55
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_mathematics,40,0.35
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_medicine,69,0.7101449275362319
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,college_physics,41,0.4146341463414634
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,computer_security,40,0.725
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,conceptual_physics,94,0.5319148936170213
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,econometrics,46,0.4782608695652174
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,electrical_engineering,58,0.5862068965517241
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,elementary_mathematics,151,0.46357615894039733
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,formal_logic,50,0.38
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,global_facts,40,0.35
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_biology,124,0.7419354838709677
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_chemistry,81,0.49382716049382713
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_computer_science,40,0.8
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_european_history,66,0.7878787878787878
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_geography,79,0.7974683544303798
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_government_and_politics,77,0.8961038961038961
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_macroeconomics,156,0.6410256410256411
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_mathematics,108,0.3888888888888889
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_microeconomics,95,0.7684210526315789
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_physics,60,0.4
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_psychology,218,0.8348623853211009
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_statistics,86,0.5116279069767442
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_us_history,82,0.8048780487804879
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,high_school_world_history,95,0.8210526315789474
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,human_aging,89,0.7078651685393258
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,human_sexuality,52,0.8076923076923077
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,international_law,48,0.7708333333333334
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,jurisprudence,43,0.6744186046511628
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,logical_fallacies,65,0.7384615384615385
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,machine_learning,45,0.5555555555555556
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,management,41,0.8292682926829268
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,marketing,94,0.8723404255319149
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,medical_genetics,40,0.75
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,miscellaneous,313,0.8753993610223643
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,moral_disputes,138,0.7246376811594203
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,moral_scenarios,358,0.26536312849162014
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,nutrition,122,0.7377049180327869
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,philosophy,124,0.7419354838709677
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,prehistory,130,0.7384615384615385
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,professional_accounting,113,0.48672566371681414
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,professional_law,614,0.4804560260586319
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,professional_medicine,109,0.7431192660550459
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,professional_psychology,245,0.710204081632653
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,public_relations,44,0.7727272727272727
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,security_studies,98,0.7448979591836735
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,sociology,80,0.8375
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,us_foreign_policy,40,0.85
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,virology,66,0.45454545454545453
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,world_religions,68,0.8676470588235294
openai/gpt-3.5-turbo,paper_5shot_strict_logprobs,__OVERALL_WEIGHTED__,5614,0.6408977556109726
